ID;EPC;Resultado;ID_Inventario;Ubicacion;CodigoArticulo;Fecha_lectura
3063;E2801191A504006D1C88644A;Ok;35;P02009004;136022;2025-01-30 11:39:35
3068;E2801191A504006D1C88649A;Ok;35;P02009004;167092;2025-01-30 11:39:35
3117;E2801191A504006D1C8838EA;Ok;35;P02009004;114946;2025-01-30 11:39:35
3105;E2801191A504006D1C88382A;Ok;35;P02009004;43080;2025-01-30 11:39:35
3111;E2801191A504006D1C88388A;Ok;35;P02009004;67710;2025-01-30 11:39:35
3076;E2801191A504006D1C88A91A;Ok;35;P02009004;123662;2025-01-30 11:39:36
3066;E2801191A504006D1C88647A;Ok;35;P02009004;191246;2025-01-30 11:39:37
3114;E2801191A504006D1C8838BA;Ok;35;P02009004;47810;2025-01-30 11:39:37
3059;E2801191A504006D1C88640A;Ok;35;P02009004;124586;2025-01-30 11:39:38
3110;E2801191A504006D1C88387A;Ok;35;P02009004;54811;2025-01-30 11:39:49
3109;E2801191A504006D1C88386A;Ok;35;P02009004;54809;2025-01-30 11:39:54
3104;E2801191A504006D1C88381A;Ok;35;P02009003;173147;2025-01-30 11:39:58
3086;E2801191A504006D1C878EEA;Ok;35;P02009003;77440;2025-01-30 11:40:07
3167;E2801191A504006D1C8629FA;Ok;35;P02009002;193900;2025-01-30 11:40:13
3177;E2801191A504006D1C866EAA;Ok;35;P02009002;127353;2025-01-30 11:40:14
3165;E2801191A504006D1C8629DA;Ok;35;P02009002;193897;2025-01-30 11:40:16
3171;E2801191A504006D1C866E3A;Ok;35;P02009002;82147;2025-01-30 11:40:16
3146;E2801191A504006D1C85D89A;Ok;35;P02009002;50415;2025-01-30 11:40:16
3164;E2801191A504006D1C8629CA;Ok;35;P02009002;193898;2025-01-30 11:40:18
3153;E2801191A504006D1C878E5A;Ok;35;P02009002;50415;2025-01-30 11:40:19
3207;E2801191A504006D1C86292A;Ok;35;P02009002;155784;2025-01-30 11:40:21
3211;E2801191A504006D1C86D35B;Ok;35;P02009001;56446;2025-01-30 11:40:24
3295;E2801191A504006D1C85E49B;Ok;35;P02009001;43658;2025-01-30 11:40:24
3255;E2801191A504006D1C86D3DB;Ok;35;P02009001;43658;2025-01-30 11:40:24
3216;E2801191A504006D1C86D30B;Ok;35;P02009001;44283;2025-01-30 11:40:25
3233;E2801191A504006D1C8629FB;Ok;35;P02009001;169470;2025-01-30 11:40:25
