ID;EPC;Resultado;ID_Inventario;Ubicacion;CodigoArticulo;Fecha_lectura
8144;E2801191A504006D1C8973EB;Ok;53;P02010001;190214;2025-03-10 09:47:24
8045;E2801191A504006D1C89737B;Ok;53;P02010002;93446;2025-03-10 09:48:05
8115;E2801191A504006D1C8A6EEB;Ok;53;P02010002;43846;2025-03-10 09:48:12
8125;E2801191A504006D1C8A6E0B;Ok;53;P02010003;50456;2025-03-10 09:48:12
8141;E2801191A504006D1C89B82B;Ok;53;P02010003;143392;2025-03-10 09:48:17
8104;E2801191A504006D1C8B380B;Ok;53;P02010003;77574;2025-03-10 09:48:17
8101;E2801191A504006D1C8B384B;Ok;53;P02010003;143084;2025-03-10 09:48:19
8116;E2801191A504006D1C8A6EDB;Ok;53;P02010003;52746;2025-03-10 09:48:20
8124;E2801191A504006D1C8A6E1B;Ok;53;P02010003;173147;2025-03-10 09:48:21
8123;E2801191A504006D1C8A6E5B;Ok;53;P02010003;137762;2025-03-10 09:48:22
8131;E2801191A504006D1C8A290B;Ok;53;P02010004;70386;2025-03-10 09:48:25
8109;E2801191A504006D1C8AF39B;Ok;53;P02010004;77444;2025-03-10 09:48:25
8110;E2801191A504006D1C8AF35B;Ok;53;P02010004;82184;2025-03-10 09:48:28
8129;E2801191A504006D1C8A292B;Ok;53;P02010004;181314;2025-03-10 09:48:29
8106;E2801191A504006D1C8AF3CB;Ok;53;P02010004;153317;2025-03-10 09:48:31
8105;E2801191A504006D1C8AF3FB;Ok;53;P02010004;137775;2025-03-10 09:48:32
8107;E2801191A504006D1C8AF3BB;Ok;53;P02010004;184394;2025-03-10 09:48:33
8142;E2801191A504006D1C89B81B;Ok;53;P02010004;47349;2025-03-10 09:48:34
