ID;EPC;Resultado;ID_Inventario;Ubicacion;CodigoArticulo;Fecha_lectura
9068;E2801191A504006D1C8A6E5A;Ok;57;P02008001;123550;2025-03-10 09:56:46
9058;E2801191A504006D1C8A29BA;Ok;57;P02008001;177295;2025-03-10 09:56:47
8778;E2801191A504006D1C8E897A;Ok;57;P02008001;154640;2025-03-10 09:56:48
9049;E2801191A504006D1C8A291A;Ok;57;P02008001;143227;2025-03-10 09:56:50
9067;E2801191A504006D1C8A6E4A;Ok;57;P02008001;68406;2025-03-10 09:56:52
8755;E2801191A504006D1C89B88A;Ok;57;P02008001;69612;2025-03-10 09:56:53
9061;E2801191A504006D1C8A29EA;Ok;57;P02008001;182104;2025-03-10 09:56:54
8754;E2801191A504006D1C89B87A;Ok;57;P02008001;68406;2025-03-10 09:56:55
9051;E2801191A504006D1C8A294A;Ok;57;P02008001;154219;2025-03-10 09:56:59
9077;E2801191A504006D1C8A6EEA;Ok;57;P02008001;52125;2025-03-10 09:57:00
9078;E2801191A504006D1C8A6EFA;Ok;57;P02008001;52126;2025-03-10 09:57:01
9057;E2801191A504006D1C8A29AA;Ok;57;P02008001;177294;2025-03-10 09:57:02
9073;E2801191A504006D1C8A6EAA;Ok;57;P02008001;52121;2025-03-10 09:57:02
9074;E2801191A504006D1C8A6EBA;Ok;57;P02008001;52122;2025-03-10 09:57:03
9079;E2801191A504006D1C8AF30A;Ok;57;P02008001;52127;2025-03-10 09:57:03
8753;E2801191A504006D1C89B86A;Ok;57;P02008001;67766;2025-03-10 09:57:03
9081;E2801191A504006D1C8AF32A;Ok;57;P02008001;52132;2025-03-10 09:57:04
9028;E2801191A504006D1C89B8BA;Ok;57;P02008001;77349;2025-03-10 09:57:04
9035;E2801191A504006D1C89E43A;Ok;57;P02008001;94179;2025-03-10 09:57:04
9072;E2801191A504006D1C8A6E9A;Ok;57;P02008001;52120;2025-03-10 09:57:05
8756;E2801191A504006D1C89B82A;Ok;57;P02008001;52465;2025-03-10 09:57:05
9063;E2801191A504006D1C8A6E0A;Ok;57;P02008001;192388;2025-03-10 09:57:06
9043;E2801191A504006D1C89E4BA;Ok;57;P02008001;117223;2025-03-10 09:57:06
9080;E2801191A504006D1C8AF31A;Ok;57;P02008001;52131;2025-03-10 09:57:06
9052;E2801191A504006D1C8A295A;Ok;57;P02008001;164920;2025-03-10 09:57:07
9048;E2801191A504006D1C8A290A;Ok;57;P02008001;142545;2025-03-10 09:57:09
9054;E2801191A504006D1C8A297A;Ok;57;P02008001;169993;2025-03-10 09:57:09
9032;E2801191A504006D1C89E40A;Ok;57;P02008001;77569;2025-03-10 09:57:09
9029;E2801191A504006D1C89B8CA;Ok;57;P02008001;77457;2025-03-10 09:57:09
8759;E2801191A504006D1C89B84A;Ok;57;P02008001;57680;2025-03-10 09:57:09
8750;E2801191A504006D1C8973FA;Ok;57;P02008001;43061;2025-03-10 09:57:10
8758;E2801191A504006D1C89B81A;Ok;57;P02008001;50147;2025-03-10 09:57:10
9033;E2801191A504006D1C89E41A;Ok;57;P02008001;88548;2025-03-10 09:57:10
9044;E2801191A504006D1C89E4CA;Ok;57;P02008001;117226;2025-03-10 09:57:10
9083;E2801191A504006D1C8AF34A;Ok;57;P02008001;67915;2025-03-10 09:57:10
9089;E2801191A504006D1C8AF3AA;Ok;57;P02008001;109272;2025-03-10 09:57:10
9046;E2801191A504006D1C89E4EA;Ok;57;P02008001;135401;2025-03-10 09:57:12
8751;E2801191A504006D1C89B80A;Ok;57;P02008001;50146;2025-03-10 09:57:12
8752;E2801191A504006D1C89B85A;Ok;57;P02008001;58588;2025-03-10 09:57:13
9047;E2801191A504006D1C89E4FA;Ok;57;P02008001;142025;2025-03-10 09:57:13
9031;E2801191A504006D1C89B8EA;Ok;57;P02008001;77568;2025-03-10 09:57:13
9055;E2801191A504006D1C8A298A;Ok;57;P02008001;175554;2025-03-10 09:57:13
9090;E2801191A504006D1C8AF3BA;Ok;57;P02008001;109274;2025-03-10 09:57:13
9091;E2801191A504006D1C8AF3CA;Ok;57;P02008001;109276;2025-03-10 09:57:13
9092;E2801191A504006D1C8AF3DA;Ok;57;P02008001;109285;2025-03-10 09:57:13
9087;E2801191A504006D1C8AF38A;Ok;57;P02008001;79626;2025-03-10 09:57:13
9040;E2801191A504006D1C89E48A;Ok;57;P02008001;109286;2025-03-10 09:57:14
9045;E2801191A504006D1C89E4DA;Ok;57;P02008001;120591;2025-03-10 09:57:14
9064;E2801191A504006D1C8A6E1A;Ok;57;P02008001;193014;2025-03-10 09:57:14
9071;E2801191A504006D1C8A6E8A;Ok;57;P02008001;47740;2025-03-10 09:57:14
9066;E2801191A504006D1C8A6E3A;Ok;57;P02008001;47239;2025-03-10 09:57:15
9039;E2801191A504006D1C89E47A;Ok;57;P02008001;109284;2025-03-10 09:57:15
9085;E2801191A504006D1C8AF36A;Ok;57;P02008001;79619;2025-03-10 09:57:15
9086;E2801191A504006D1C8AF37A;Ok;57;P02008001;79622;2025-03-10 09:57:15
